<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
^VN50,20160816,582.46,589.89,576.69,581.61,49640970,582.46,589.89,576.69,581.61,0,0,0
^VN50,20160815,579.13,586.10,575.47,583.37,53806620,579.13,586.10,575.47,583.37,0,0,0
^VN50,20160812,589.50,594.44,575.55,580.75,51899040,589.50,594.44,575.55,580.75,0,0,0
^VN50,20160811,574.49,587.92,571.49,585.88,56520510,574.49,587.92,571.49,585.88,0,0,0
^VN50,20160810,562.41,576.77,560.60,573.70,49989170,562.41,576.77,560.60,573.70,0,0,0
^VN50,20160809,554.74,565.61,552.31,562.34,31416260,554.74,565.61,552.31,562.34,0,0,0
^VN50,20160808,554.29,560.07,544.23,555.43,31847200,554.29,560.07,544.23,555.43,0,0,0
^VN50,20160805,555.88,563.06,545.41,554.09,43144030,555.88,563.06,545.41,554.09,0,0,0
^VN50,20160804,559.68,571.23,551.93,558.76,43920340,559.68,571.23,551.93,558.76,0,0,0
^VN50,20160803,558.85,565.26,551.51,557.93,29367880,558.85,565.26,551.51,557.93,0,0,0
^VN50,20160802,569.64,574.56,557.82,562.09,55810170,569.64,574.56,557.82,562.09,0,0,0
^VN50,20160801,581.09,582.63,568.76,573.88,35856490,581.09,582.63,568.76,573.88,0,0,0
^VN50,20160729,584.97,589.73,576.30,579.24,37979660,584.97,589.73,576.30,579.24,0,0,0
^VN50,20160728,582.16,590.47,574.74,586.49,47211770,582.16,590.47,574.74,586.49,0,0,0
^VN50,20160727,574.45,584.76,570.20,581.70,40189360,574.45,584.76,570.20,581.70,0,0,0
^VN50,20160726,570.99,580.07,563.11,574.94,34031816,570.99,580.07,563.11,574.94,0,0,0
^VN50,20160725,575.11,580.18,566.20,571.66,33371560,575.11,580.18,566.20,571.66,0,0,0
^VN50,20160722,581.29,584.80,560.94,572.81,63577050,581.29,584.80,560.94,572.81,0,0,0
^VN50,20160721,585.34,592.62,574.57,582.19,28792840,585.34,592.62,574.57,582.19,0,0,0
^VN50,20160720,588.95,595.92,574.08,582.59,42334300,588.95,595.92,574.08,582.59,0,0,0
^VN50,20160719,594.39,603.00,577.07,587.69,48708176,594.39,603.00,577.07,587.69,0,0,0
^VN50,20160718,583.19,596.47,578.15,592.08,45924640,583.19,596.47,578.15,592.08,0,0,0
^VN50,20160715,586.91,594.88,576.78,583.72,46566030,586.91,594.88,576.78,583.72,0,0,0
^VN50,20160714,593.13,604.89,581.00,584.53,57891306,593.13,604.89,581.00,584.53,0,0,0
^VN50,20160713,578.63,595.86,575.77,591.72,60078110,578.63,595.86,575.77,591.72,0,0,0
^VN50,20160712,569.68,578.38,563.83,576.70,41010360,569.68,578.38,563.83,576.70,0,0,0
^VN50,20160711,573.34,583.40,563.19,568.96,46313780,573.34,583.40,563.19,568.96,0,0,0
^VN50,20160708,575.34,582.37,566.66,573.13,41189300,575.34,582.37,566.66,573.13,0,0,0
^VN50,20160707,569.30,577.35,562.75,575.01,36552710,569.30,577.35,562.75,575.01,0,0,0
^VN50,20160706,564.09,571.58,559.00,565.76,35907070,564.09,571.58,559.00,565.76,0,0,0
^VN50,20160705,565.64,576.56,560.58,567.00,44529750,565.64,576.56,560.58,567.00,0,0,0
^VN50,20160704,559.10,566.76,554.31,562.93,38592170,559.10,566.76,554.31,562.93,0,0,0
^VN50,20160701,553.78,562.11,549.60,555.70,31856740,553.78,562.11,549.60,555.70,0,0,0
^VN50,20160630,550.32,558.15,546.26,550.27,26006460,550.32,558.15,546.26,550.27,0,0,0
^VN50,20160629,544.17,552.61,541.52,548.06,36349220,544.17,552.61,541.52,548.06,0,0,0
^VN50,20160628,539.18,549.98,534.88,542.49,26426170,539.18,549.98,534.88,542.49,0,0,0
^VN50,20160627,535.86,544.25,528.50,541.39,30123410,535.86,544.25,528.50,541.39,0,0,0
^VN50,20160624,551.85,553.20,516.65,540.15,84501428,551.85,553.20,516.65,540.15,0,0,0
^VN50,20160623,547.14,555.34,544.55,552.57,25696820,547.14,555.34,544.55,552.57,0,0,0
^VN50,20160622,549.89,554.12,543.87,547.39,20930352,549.89,554.12,543.87,547.39,0,0,0
^VN50,20160621,548.75,555.59,545.55,549.62,29068212,548.75,555.59,545.55,549.62,0,0,0
^VN50,20160620,543.04,550.34,538.36,546.33,25908360,543.04,550.34,538.36,546.33,0,0,0
^VN50,20160617,546.15,550.94,537.25,541.22,52104710,546.15,550.94,537.25,541.22,0,0,0
^VN50,20160616,549.99,555.46,545.49,547.11,28792570,549.99,555.46,545.49,547.11,0,0,0
^VN50,20160615,549.03,554.09,542.66,549.39,31398106,549.03,554.09,542.66,549.39,0,0,0
^VN50,20160614,545.66,552.09,541.24,549.29,22975420,545.66,552.09,541.24,549.29,0,0,0
^VN50,20160613,551.14,554.21,543.55,547.89,29359020,551.14,554.21,543.55,547.89,0,0,0
^VN50,20160610,552.59,559.41,548.01,553.75,29671968,552.59,559.41,548.01,553.75,0,0,0
^VN50,20160609,553.34,557.14,548.66,553.99,29409844,553.34,557.14,548.66,553.99,0,0,0
^VN50,20160608,550.39,559.41,546.85,553.31,33338460,550.39,559.41,546.85,553.31,0,0,0
^VN50,20160607,546.89,551.86,542.61,548.80,32359410,546.89,551.86,542.61,548.80,0,0,0
^VN50,20160606,547.53,553.87,539.67,545.50,37404874,547.53,553.87,539.67,545.50,0,0,0
^VN50,20160603,548.16,551.92,543.40,547.72,31281250,548.16,551.92,543.40,547.72,0,0,0
^VN50,20160602,545.78,550.72,542.25,547.25,36276470,545.78,550.72,542.25,547.25,0,0,0
^VN50,20160601,544.17,550.12,540.29,546.11,32531790,544.17,550.12,540.29,546.11,0,0,0
^VN50,20160531,545.33,550.79,540.47,544.71,33177450,545.33,550.79,540.47,544.71,0,0,0
^VN50,20160530,539.22,546.73,535.37,543.51,33092750,539.22,546.73,535.37,543.51,0,0,0
^VN50,20160527,534.11,541.44,530.39,537.74,27525390,534.11,541.44,530.39,537.74,0,0,0
^VN50,20160526,540.10,543.44,530.63,533.30,28614570,540.10,543.44,530.63,533.30,0,0,0
^VN50,20160525,543.08,547.97,538.66,540.60,26579390,543.08,547.97,538.66,540.60,0,0,0
^VN50,20160524,543.13,547.13,536.67,541.94,23062020,543.13,547.13,536.67,541.94,0,0,0
^VN50,20160523,546.23,549.61,536.91,541.69,20010350,546.23,549.61,536.91,541.69,0,0,0
^VN50,20160520,551.05,554.46,541.45,544.61,28561360,551.05,554.46,541.45,544.61,0,0,0
^VN50,20160519,554.34,557.94,546.40,550.06,33397820,554.34,557.94,546.40,550.06,0,0,0
^VN50,20160518,556.20,562.12,549.95,553.65,33127240,556.20,562.12,549.95,553.65,0,0,0
^VN50,20160517,552.51,559.89,547.43,555.23,37669690,552.51,559.89,547.43,555.23,0,0,0
^VN50,20160516,544.12,552.56,539.77,548.82,27788170,544.12,552.56,539.77,548.82,0,0,0
^VN50,20160513,545.89,551.72,538.69,543.74,32983770,545.89,551.72,538.69,543.74,0,0,0
^VN50,20160512,550.98,555.96,542.98,546.54,24301410,550.98,555.96,542.98,546.54,0,0,0
^VN50,20160511,542.12,551.21,538.44,549.58,30106334,542.12,551.21,538.44,549.58,0,0,0
^VN50,20160510,536.98,543.73,531.82,540.81,29545440,536.98,543.73,531.82,540.81,0,0,0
^VN50,20160509,546.38,552.24,536.85,539.50,30263720,546.38,552.24,536.85,539.50,0,0,0
^VN50,20160506,537.83,546.33,534.77,541.72,31345150,537.83,546.33,534.77,541.72,0,0,0
^VN50,20160505,535.36,545.38,531.69,536.19,36849500,535.36,545.38,531.69,536.19,0,0,0
^VN50,20160504,530.58,539.54,524.62,533.28,39286296,530.58,539.54,524.62,533.28,0,0,0
^VN50,20160429,524.92,537.50,522.89,532.24,32489090,524.92,537.50,522.89,532.24,0,0,0
^VN50,20160428,528.95,533.56,522.03,526.61,30495990,528.95,533.56,522.03,526.61,0,0,0
^VN50,20160427,537.73,540.16,524.29,528.72,39020380,537.73,540.16,524.29,528.72,0,0,0
^VN50,20160426,525.71,537.87,523.70,534.84,40070140,525.71,537.87,523.70,534.84,0,0,0
^VN50,20160425,533.93,540.00,524.63,527.58,44890680,533.93,540.00,524.63,527.58,0,0,0
^VN50,20160422,513.30,532.96,511.23,528.74,39321960,513.30,532.96,511.23,528.74,0,0,0
^VN50,20160421,510.48,518.89,505.65,513.76,34412240,510.48,518.89,505.65,513.76,0,0,0
^VN50,20160420,509.84,514.75,501.90,507.99,35436960,509.84,514.75,501.90,507.99,0,0,0
^VN50,20160419,519.13,522.42,506.53,508.84,33567126,519.13,522.42,506.53,508.84,0,0,0
^VN50,20160415,520.86,529.17,517.11,519.32,29718040,520.86,529.17,517.11,519.32,0,0,0
^VN50,20160414,516.89,526.94,514.47,519.13,36012110,516.89,526.94,514.47,519.13,0,0,0
^VN50,20160413,520.95,526.49,513.38,518.05,39030180,520.95,526.49,513.38,518.05,0,0,0
^VN50,20160412,521.76,526.52,514.32,520.42,42215150,521.76,526.52,514.32,520.42,0,0,0
^VN50,20160411,514.60,524.73,510.59,519.36,39620130,514.60,524.73,510.59,519.36,0,0,0
^VN50,20160408,510.48,516.97,505.96,512.38,32606479,510.48,516.97,505.96,512.38,0,0,0
^VN50,20160407,510.67,516.84,503.16,511.77,32266010,510.67,516.84,503.16,511.77,0,0,0
^VN50,20160406,504.51,510.42,499.75,508.96,22967000,504.51,510.42,499.75,508.96,0,0,0
^VN50,20160405,500.38,506.28,496.75,503.59,23473510,500.38,506.28,496.75,503.59,0,0,0
^VN50,20160404,501.17,505.22,494.86,499.53,28235160,501.17,505.22,494.86,499.53,0,0,0
^VN50,20160401,502.47,507.28,496.49,500.49,27653395,502.47,507.28,496.49,500.49,0,0,0
^VN50,20160331,508.79,513.18,500.36,502.90,36973042,508.79,513.18,500.36,502.90,0,0,0
^VN50,20160330,505.18,513.46,502.34,509.65,30362080,505.18,513.46,502.34,509.65,0,0,0
^VN50,20160329,513.67,517.11,505.71,507.07,34262610,513.67,517.11,505.71,507.07,0,0,0
^VN50,20160328,511.18,515.99,507.15,513.39,25876830,511.18,515.99,507.15,513.39,0,0,0
^VN50,20160325,507.50,512.88,500.52,509.49,31440280,507.50,512.88,500.52,509.49,0,0,0
^VN50,20160324,510.61,517.60,504.31,508.46,29797110,510.61,517.60,504.31,508.46,0,0,0
^VN50,20160323,507.21,513.98,504.05,510.37,33031880,507.21,513.98,504.05,510.37,0,0,0
^VN50,20160322,509.73,513.01,502.86,508.04,28487990,509.73,513.01,502.86,508.04,0,0,0
^VN50,20160321,514.17,520.95,508.47,509.87,39283190,514.17,520.95,508.47,509.87,0,0,0
^VN50,20160318,514.74,517.78,509.27,511.76,61256000,514.74,517.78,509.27,511.76,0,0,0
^VN50,20160317,516.65,522.73,512.42,515.15,40102425,516.65,522.73,512.42,515.15,0,0,0
^VN50,20160316,510.60,517.94,507.35,512.97,31032870,510.60,517.94,507.35,512.97,0,0,0
^VN50,20160315,511.79,517.60,505.25,510.64,42216120,511.79,517.60,505.25,510.64,0,0,0
^VN50,20160314,513.12,516.97,507.59,512.56,37222310,513.12,516.97,507.59,512.56,0,0,0
^VN50,20160311,509.58,518.07,504.89,511.79,38303230,509.58,518.07,504.89,511.79,0,0,0
^VN50,20160310,509.31,512.79,504.16,510.15,28978630,509.31,512.79,504.16,510.15,0,0,0
^VN50,20160309,511.00,514.98,505.34,508.58,30772520,511.00,514.98,505.34,508.58,0,0,0
^VN50,20160308,510.26,515.45,505.59,510.59,42215420,510.26,515.45,505.59,510.59,0,0,0
^VN50,20160307,511.49,518.88,507.22,510.26,41669360,511.49,518.88,507.22,510.26,0,0,0
^VN50,20160304,508.87,515.44,504.73,510.10,30341870,508.87,515.44,504.73,510.10,0,0,0
^VN50,20160303,510.83,515.61,505.37,508.60,36414070,510.83,515.61,505.37,508.60,0,0,0
^VN50,20160302,503.28,511.19,499.39,508.61,31686205,503.28,511.19,499.39,508.61,0,0,0
^VN50,20160301,499.10,507.02,495.56,500.14,32473550,499.10,507.02,495.56,500.14,0,0,0
^VN50,20160229,505.94,508.47,497.25,499.05,32039510,505.94,508.47,497.25,499.05,0,0,0
^VN50,20160226,505.70,509.26,498.81,506.30,22775290,505.70,509.26,498.81,506.30,0,0,0
^VN50,20160225,510.00,514.22,500.66,503.11,35562100,510.00,514.22,500.66,503.11,0,0,0
^VN50,20160224,499.10,511.35,495.83,507.77,48064250,499.10,511.35,495.83,507.77,0,0,0
^VN50,20160223,503.35,509.27,497.11,500.65,46365180,503.35,509.27,497.11,500.65,0,0,0
^VN50,20160222,495.04,503.19,491.01,499.54,39762620,495.04,503.19,491.01,499.54,0,0,0
^VN50,20160219,496.11,499.98,489.87,494.33,42980920,496.11,499.98,489.87,494.33,0,0,0
^VN50,20160218,494.70,500.66,489.84,495.55,30322120,494.70,500.66,489.84,495.55,0,0,0
^VN50,20160217,495.94,500.40,489.80,492.18,34251350,495.94,500.40,489.80,492.18,0,0,0
^VN50,20160216,491.30,496.80,488.02,492.02,25269902,491.30,496.80,488.02,492.02,0,0,0
^VN50,20160215,485.90,494.46,480.90,489.26,20145580,485.90,494.46,480.90,489.26,0,0,0
^VN50,20160205,487.39,493.45,485.82,490.82,15132010,487.39,493.45,485.82,490.82,0,0,0
^VN50,20160204,488.44,494.02,485.89,488.74,17447570,488.44,494.02,485.89,488.74,0,0,0
^VN50,20160203,480.83,487.20,475.53,484.53,24717370,480.83,487.20,475.53,484.53,0,0,0
^VN50,20160202,484.21,491.87,480.25,483.86,23575970,484.21,491.87,480.25,483.86,0,0,0
^VN50,20160201,489.15,494.87,481.95,485.57,23054500,489.15,494.87,481.95,485.57,0,0,0
^VN50,20160129,483.63,490.03,478.57,487.08,29787830,483.63,490.03,478.57,487.08,0,0,0
^VN50,20160128,484.64,490.53,479.92,483.33,30408290,484.64,490.53,479.92,483.33,0,0,0
^VN50,20160127,485.15,490.76,480.62,485.73,34610570,485.15,490.76,480.62,485.73,0,0,0
^VN50,20160126,480.79,489.60,474.89,482.56,45219450,480.79,489.60,474.89,482.56,0,0,0
^VN50,20160125,477.38,490.54,474.46,489.15,44278720,477.38,490.54,474.46,489.15,0,0,0
^VN50,20160122,473.82,478.89,461.57,470.77,58356720,473.82,478.89,461.57,470.77,0,0,0
^VN50,20160121,474.72,482.00,468.01,472.01,47855870,474.72,482.00,468.01,472.01,0,0,0
^VN50,20160120,479.62,486.36,473.25,477.07,36927320,479.62,486.36,473.25,477.07,0,0,0
^VN50,20160119,471.85,484.97,469.66,482.87,31805670,471.85,484.97,469.66,482.87,0,0,0
^VN50,20160118,477.21,482.31,459.85,473.21,54843280,477.21,482.31,459.85,473.21,0,0,0
^VN50,20160115,499.17,501.86,485.29,486.95,38090190,499.17,501.86,485.29,486.95,0,0,0
^VN50,20160114,498.91,503.66,491.85,497.54,40380140,498.91,503.66,491.85,497.54,0,0,0
^VN50,20160113,508.96,511.80,500.97,504.03,30656570,508.96,511.80,500.97,504.03,0,0,0
^VN50,20160112,502.72,509.37,499.18,507.92,29547230,502.72,509.37,499.18,507.92,0,0,0
^VN50,20160111,502.53,509.30,498.21,501.76,38138370,502.53,509.30,498.21,501.76,0,0,0
^VN50,20160108,505.19,509.78,498.27,504.49,39120750,505.19,509.78,498.27,504.49,0,0,0
^VN50,20160107,510.65,516.99,500.29,509.94,49182940,510.65,516.99,500.29,509.94,0,0,0
^VN50,20160106,509.41,517.88,506.97,515.54,27821090,509.41,517.88,506.97,515.54,0,0,0
^VN50,20160105,512.86,518.06,506.47,510.04,36817530,512.86,518.06,506.47,510.04,0,0,0
^VN50,20160104,518.42,523.82,508.10,515.30,35667600,518.42,523.82,508.10,515.30,0,0,0
^VN50,20151231,519.30,525.81,512.60,519.97,29333130,519.30,525.81,512.60,519.97,0,0,0
^VN50,20151230,518.45,525.98,512.97,520.82,29517221,518.45,525.98,512.97,520.82,0,0,0
^VN50,20151229,510.16,520.67,504.33,517.57,34458460,510.16,520.67,504.33,517.57,0,0,0
^VN50,20151228,510.26,517.29,504.87,511.03,37243450,510.26,517.29,504.87,511.03,0,0,0
^VN50,20151225,503.11,510.26,499.17,505.77,30660800,503.11,510.26,499.17,505.77,0,0,0
^VN50,20151224,503.20,506.87,498.22,502.55,19449730,503.20,506.87,498.22,502.55,0,0,0
^VN50,20151223,501.19,505.73,495.90,501.05,28170320,501.19,505.73,495.90,501.05,0,0,0
^VN50,20151222,504.85,509.91,500.42,503.05,20824200,504.85,509.91,500.42,503.05,0,0,0
^VN50,20151221,507.39,510.36,500.15,504.13,30947890,507.39,510.36,500.15,504.13,0,0,0
^VN50,20151218,511.25,519.93,498.73,503.74,95138550,511.25,519.93,498.73,503.74,0,0,0
^VN50,20151217,512.17,518.17,508.06,513.29,22741230,512.17,518.17,508.06,513.29,0,0,0
^VN50,20151216,508.28,515.61,504.40,509.26,27618540,508.28,515.61,504.40,509.26,0,0,0
^VN50,20151215,500.47,510.45,497.29,505.74,23774970,500.47,510.45,497.29,505.74,0,0,0
^VN50,20151214,501.52,507.75,495.57,499.63,33387153,501.52,507.75,495.57,499.63,0,0,0
^VN50,20151211,498.58,507.29,494.42,500.52,22604010,498.58,507.29,494.42,500.52,0,0,0
^VN50,20151210,502.26,507.22,494.57,498.11,26552310,502.26,507.22,494.57,498.11,0,0,0
^VN50,20151209,511.24,516.31,500.35,501.51,30968250,511.24,516.31,500.35,501.51,0,0,0
^VN50,20151208,496.16,512.12,490.07,510.51,29470060,496.16,512.12,490.07,510.51,0,0,0
^VN50,20151207,505.24,507.29,495.37,498.31,22698990,505.24,507.29,495.37,498.31,0,0,0
^VN50,20151204,508.64,510.75,501.01,506.45,27611040,508.64,510.75,501.01,506.45,0,0,0
^VN50,20151203,507.05,513.49,503.02,508.54,23974210,507.05,513.49,503.02,508.54,0,0,0
^VN50,20151202,505.54,513.73,501.96,507.56,36885230,505.54,513.73,501.96,507.56,0,0,0
^VN50,20151201,509.28,514.69,500.92,504.64,43071580,509.28,514.69,500.92,504.64,0,0,0
^VN50,20151130,515.52,519.65,503.90,509.03,29513710,515.52,519.65,503.90,509.03,0,0,0
^VN50,20151127,521.76,527.89,514.12,516.06,41200970,521.76,527.89,514.12,516.06,0,0,0
^VN50,20151126,526.48,530.88,520.34,523.36,42520330,526.48,530.88,520.34,523.36,0,0,0
^VN50,20151125,524.57,530.78,516.94,527.33,33572090,524.57,530.78,516.94,527.33,0,0,0
^VN50,20151124,532.02,535.00,520.03,525.44,37160210,532.02,535.00,520.03,525.44,0,0,0
^VN50,20151123,540.61,543.83,530.04,532.42,51016580,540.61,543.83,530.04,532.42,0,0,0
^VN50,20151120,535.93,542.79,534.40,538.58,36385270,535.93,542.79,534.40,538.58,0,0,0
^VN50,20151119,538.87,544.28,533.03,535.97,25557570,538.87,544.28,533.03,535.97,0,0,0
^VN50,20151118,538.77,544.64,533.52,538.14,32207780,538.77,544.64,533.52,538.14,0,0,0
^VN50,20151117,546.12,551.25,536.28,540.42,48159979,546.12,551.25,536.28,540.42,0,0,0
^VN50,20151116,545.85,551.84,539.73,546.27,33862700,545.85,551.84,539.73,546.27,0,0,0
^VN50,20151113,540.34,550.80,536.97,548.18,43252490,540.34,550.80,536.97,548.18,0,0,0
^VN50,20151112,537.77,544.24,529.25,541.54,51486490,537.77,544.24,529.25,541.54,0,0,0
^VN50,20151111,537.98,546.32,534.03,538.44,29775870,537.98,546.32,534.03,538.44,0,0,0
^VN50,20151110,543.13,547.62,535.96,539.56,28939905,543.13,547.62,535.96,539.56,0,0,0
^VN50,20151109,547.31,552.25,539.49,544.62,34537270,547.31,552.25,539.49,544.62,0,0,0
^VN50,20151106,549.53,557.10,541.50,547.40,35749490,549.53,557.10,541.50,547.40,0,0,0
^VN50,20151105,543.28,553.71,540.26,549.84,27378940,543.28,553.71,540.26,549.84,0,0,0
^VN50,20151104,548.81,554.01,542.22,544.75,30759080,548.81,554.01,542.22,544.75,0,0,0
^VN50,20151103,537.93,547.12,531.89,545.56,40192650,537.93,547.12,531.89,545.56,0,0,0
^VN50,20151102,539.84,544.22,531.83,534.76,46097120,539.84,544.22,531.83,534.76,0,0,0
^VN50,20151030,538.00,544.25,532.72,539.30,26159910,538.00,544.25,532.72,539.30,0,0,0
^VN50,20151029,531.04,540.70,527.22,537.97,35278600,531.04,540.70,527.22,537.97,0,0,0
^VN50,20151028,532.14,536.33,526.56,528.71,36207480,532.14,536.33,526.56,528.71,0,0,0
^VN50,20151027,530.47,535.58,525.99,531.42,27567310,530.47,535.58,525.99,531.42,0,0,0
^VN50,20151026,538.26,542.51,530.24,531.54,32142670,538.26,542.51,530.24,531.54,0,0,0
^VN50,20151023,531.41,538.49,527.52,534.71,30846360,531.41,538.49,527.52,534.71,0,0,0
^VN50,20151022,522.79,530.53,520.52,527.97,25708310,522.79,530.53,520.52,527.97,0,0,0
^VN50,20151021,522.90,530.21,519.06,523.63,27318790,522.90,530.21,519.06,523.63,0,0,0
^VN50,20151020,527.06,532.44,517.58,523.00,41849330,527.06,532.44,517.58,523.00,0,0,0
^VN50,20151019,525.63,533.30,520.30,526.37,31706390,525.63,533.30,520.30,526.37,0,0,0
^VN50,20151016,525.88,536.08,520.00,524.56,44175730,525.88,536.08,520.00,524.56,0,0,0
^VN50,20151015,523.33,528.92,518.37,524.27,34870570,523.33,528.92,518.37,524.27,0,0,0
^VN50,20151014,524.83,529.70,518.71,521.78,36624360,524.83,529.70,518.71,521.78,0,0,0
^VN50,20151013,520.01,524.79,517.20,522.22,33781740,520.01,524.79,517.20,522.22,0,0,0
^VN50,20151012,518.07,527.05,514.37,522.90,41345060,518.07,527.05,514.37,522.90,0,0,0
^VN50,20151009,519.80,525.77,515.15,517.26,54962750,519.80,525.77,515.15,517.26,0,0,0
^VN50,20151008,508.89,520.49,506.45,515.91,48145580,508.89,520.49,506.45,515.91,0,0,0
^VN50,20151007,511.46,518.41,505.19,508.36,50961260,511.46,518.41,505.19,508.36,0,0,0
^VN50,20151006,506.52,513.56,502.23,510.03,54743531,506.52,513.56,502.23,510.03,0,0,0
^VN50,20151005,495.56,503.50,492.13,500.86,21212910,495.56,503.50,492.13,500.86,0,0,0
^VN50,20151002,494.07,497.90,490.54,493.01,16214490,494.07,497.90,490.54,493.01,0,0,0
^VN50,20151001,494.27,498.00,491.02,494.28,14106350,494.27,498.00,491.02,494.28,0,0,0
^VN50,20150930,493.80,499.00,491.60,493.31,17220510,493.80,499.00,491.60,493.31,0,0,0
^VN50,20150929,491.36,495.04,486.58,492.43,26585060,491.36,495.04,486.58,492.43,0,0,0
^VN50,20150928,500.73,504.23,493.47,496.28,24272690,500.73,504.23,493.47,496.28,0,0,0
^VN50,20150925,501.87,504.21,496.08,500.45,19898560,501.87,504.21,496.08,500.45,0,0,0
^VN50,20150924,504.12,508.04,499.34,501.15,27249060,504.12,508.04,499.34,501.15,0,0,0
^VN50,20150923,501.50,507.58,497.07,502.84,23886480,501.50,507.58,497.07,502.84,0,0,0
^VN50,20150922,502.08,508.20,497.96,503.65,26510490,502.08,508.20,497.96,503.65,0,0,0
^VN50,20150921,495.75,503.79,493.15,501.24,25865900,495.75,503.79,493.15,501.24,0,0,0
^VN50,20150918,495.27,501.46,491.32,495.10,60684560,495.27,501.46,491.32,495.10,0,0,0
^VN50,20150917,493.21,495.99,487.97,489.78,18183230,493.21,495.99,487.97,489.78,0,0,0
^VN50,20150916,487.99,494.60,485.26,491.53,19734270,487.99,494.60,485.26,491.53,0,0,0
^VN50,20150915,489.08,492.90,483.43,486.72,21793970,489.08,492.90,483.43,486.72,0,0,0
^VN50,20150914,497.22,502.16,487.40,489.62,24556320,497.22,502.16,487.40,489.62,0,0,0
^VN50,20150911,503.53,507.11,494.97,497.48,31166120,503.53,507.11,494.97,497.48,0,0,0
^VN50,20150910,497.94,509.00,495.50,503.45,21006930,497.94,509.00,495.50,503.45,0,0,0
^VN50,20150909,504.45,508.55,498.46,502.69,26889170,504.45,508.55,498.46,502.69,0,0,0
^VN50,20150908,486.83,500.01,484.80,497.81,36537460,486.83,500.01,484.80,497.81,0,0,0
^VN50,20150907,490.02,495.36,484.81,487.79,20105860,490.02,495.36,484.81,487.79,0,0,0
^VN50,20150904,488.31,494.96,484.85,491.45,22084170,488.31,494.96,484.85,491.45,0,0,0
^VN50,20150903,492.21,496.11,483.20,487.70,32340870,492.21,496.11,483.20,487.70,0,0,0
^VN50,20150901,497.29,502.34,490.30,494.16,33750340,497.29,502.34,490.30,494.16,0,0,0
^VN50,20150831,507.10,509.51,494.26,496.97,37840090,507.10,509.51,494.26,496.97,0,0,0
^VN50,20150828,496.45,508.12,491.90,506.74,64081150,496.45,508.12,491.90,506.74,0,0,0
^VN50,20150827,491.01,501.86,486.30,493.25,40913526,491.01,501.86,486.30,493.25,0,0,0
^VN50,20150826,475.76,491.29,472.72,486.73,46025920,475.76,491.29,472.72,486.73,0,0,0
^VN50,20150825,457.71,482.63,454.75,476.38,62484570,457.71,482.63,454.75,476.38,0,0,0
^VN50,20150824,495.05,497.26,465.45,472.27,68860580,495.05,497.26,465.45,472.27,0,0,0
^VN50,20150821,501.33,505.69,483.37,500.23,70355575,501.33,505.69,483.37,500.23,0,0,0
^VN50,20150820,515.06,521.16,505.77,509.48,40632200,515.06,521.16,505.77,509.48,0,0,0
^VN50,20150819,517.71,525.69,506.87,517.87,36886440,517.71,525.69,506.87,517.87,0,0,0
^VN50,20150818,511.48,522.53,507.29,519.57,35886870,511.48,522.53,507.29,519.57,0,0,0
^VN50,20150817,525.46,531.02,506.80,512.31,38974890,525.46,531.02,506.80,512.31,0,0,0
^VN50,20150814,527.56,534.49,518.56,525.23,33862320,527.56,534.49,518.56,525.23,0,0,0
^VN50,20150813,537.09,540.31,523.24,528.77,38109090,537.09,540.31,523.24,528.77,0,0,0
^VN50,20150812,544.15,548.86,533.16,538.59,35815595,544.15,548.86,533.16,538.59,0,0,0
^VN50,20150811,549.34,557.44,542.44,547.73,38519440,549.34,557.44,542.44,547.73,0,0,0
^VN50,20150810,533.09,547.92,532.34,545.82,28773820,533.09,547.92,532.34,545.82,0,0,0
^VN50,20150807,531.84,536.76,525.56,533.87,24695530,531.84,536.76,525.56,533.87,0,0,0
^VN50,20150806,537.19,542.43,526.93,530.37,22291896,537.19,542.43,526.93,530.37,0,0,0
^VN50,20150805,532.26,540.78,529.81,536.61,23535824,532.26,540.78,529.81,536.61,0,0,0
^VN50,20150804,537.10,541.78,526.53,528.84,25147430,537.10,541.78,526.53,528.84,0,0,0
^VN50,20150803,545.28,550.48,531.32,538.45,47614622,545.28,550.48,531.32,538.45,0,0,0
^VN50,20150731,558.17,562.10,546.90,549.53,34771260,558.17,562.10,546.90,549.53,0,0,0
^VN50,20150730,554.31,560.08,547.67,556.28,33062390,554.31,560.08,547.67,556.28,0,0,0
^VN50,20150729,560.60,566.54,552.22,553.70,42383840,560.60,566.54,552.22,553.70,0,0,0
^VN50,20150728,565.37,573.84,558.61,560.69,63075700,565.37,573.84,558.61,560.69,0,0,0
^VN50,20150727,559.84,569.83,555.19,564.45,48033840,559.84,569.83,555.19,564.45,0,0,0
^VN50,20150724,562.79,568.65,554.62,560.65,38100248,562.79,568.65,554.62,560.65,0,0,0
^VN50,20150723,562.38,571.55,556.88,561.32,45605280,562.38,571.55,556.88,561.32,0,0,0
^VN50,20150722,545.66,563.06,542.09,559.87,44325790,545.66,563.06,542.09,559.87,0,0,0
^VN50,20150721,550.18,557.86,542.12,547.00,37688540,550.18,557.86,542.12,547.00,0,0,0
^VN50,20150720,554.23,560.31,542.68,551.56,42299450,554.23,560.31,542.68,551.56,0,0,0
